X,Y,OBJECTID,CRSH_ID,DATE_VAL_Y,DATE_VAL_M,DATE_VAL_1,DATE_VAL_D,DAY_OF_WEE,DAY_OF_W_1,MILT_TIME,CASE_NUM,CRSH_TYPE_,CRASH_TYPE,CRSH_LEVL,PRIMARY_CA,PRIMARY__1,SECONDARY_,SECONDARY1,LATITUDE,LONGITUDE,StreetID
1478272.64523101,587865.590231001,5629,1121005,2021,10,October,3,1,Sunday,1834,20211003183403,1,Ran off road right,1,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",,,35.35264,-80.74984,
1456463.48773101,537762.695856005,5630,1082884,2021,3,March,14,1,Sunday,2152,20210314215200,29,"Sideswipe, opposite direction",2,11,Crossed centerline/going wrong way,,,35.21392,-80.81989,
1470448.181481,528627.955231011,5631,1240023,2023,12,December,24,1,Sunday,250,20231224025001,4,Jackknife,2,34,Unknown,,,35.18952,-80.77253,
1461997.48960601,472633.981481001,5632,1096462,2021,5,May,15,7,Saturday,343,20210515034301,1,Ran off road right,2,34,Unknown,,,35.035272,-80.797417,
1454068.805231,538117.195231006,5633,1163039,2022,6,June,15,4,Wednesday,2051,20220615205103,30,Angle,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",,,35.214773,-80.827928,
1484455.86710601,533237.948356003,5634,1061633,2020,8,August,27,5,Thursday,2316,20200827231600,14,Pedestrian,1,6,Exceeded authorized speed limit,,,35.202863,-80.725921,
1436132.18898101,552851.398356006,5635,981151,2019,10,October,30,4,Wednesday,2015,20191030201501,14,Pedestrian,2,,,,,35.254328,-80.888909,
1451447.11085601,572832.017106012,5636,1174729,2022,9,September,22,5,Thursday,652,20220922065200,14,Pedestrian,2,0,No contributing circumstance indicated,,,35.310008,-80.838857,
1448811.97523101,549532.203356013,5637,1034644,2020,2,February,29,7,Saturday,1,20200229000102,28,"Sideswipe, same direction",2,33,Unable to determine,,,35.245865,-80.846236,
1444993.665231,546715.420231014,5638,1183885,2022,11,November,29,3,Tuesday,10,20221129001000,1,Ran off road right,1,6,Exceeded authorized speed limit,,,35.237931,-80.858846,
1436330.34335601,558887.327731013,5639,1142152,2022,5,May,16,2,Monday,2038,20220516203805,23,"Left turn, same roadway",1,19,Failed to yield right of way,,,35.27092,-80.88863,
1471944.91023101,532098.219606012,5640,1224971,2023,8,August,31,5,Thursday,31,20230830003100,1,Ran off road right,1,6,Exceeded authorized speed limit,,,35.199127,-80.767728,
1484789.05460601,566439.610856012,5641,2244268,2023,4,April,14,6,Friday,700,20230414070001,15,Pedalcyclist,1,19,Failed to yield right of way,,,35.294092,-80.726739,
1475531.27335601,520020.043356001,5642,1238145,2023,12,December,10,1,Sunday,2124,20231210212410,6,Crossed centerline/median,1,7,Exceeded safe speed for conditions,,,35.16612,-80.75501,
1435708.61023101,568715.537731007,5643,1062761,2020,2,February,15,7,Saturday,1750,20200215175304,5,Overturn/rollover,1,14,Overcorrected/oversteered,,,35.297887,-80.89134,
1433404.36335601,559427.648981005,5644,1119193,2021,9,September,15,4,Wednesday,2258,20210915225801,24,"Left turn, different roadways",1,34,Unknown,,,35.272251,-80.898466,
1478368.28148101,542259.522106007,5645,1042344,2020,7,July,22,4,Wednesday,2234,20200722223406,2,Ran off road left,1,6,Exceeded authorized speed limit,,,35.227355,-80.746828,
1452563.08023101,561644.959606007,5646,1130182,2022,1,January,3,2,Monday,1726,20220103172000,27,Head on,1,6,Exceeded authorized speed limit,,,35.279332,-80.834424,
1445867.59585601,562715.887731001,5647,1117966,2021,9,September,1,4,Wednesday,2255,20210901225502,21,"Rear end, slow or stop",1,33,Unable to determine,,,35.281932,-80.856922,
1454150.50398101,520869.160856009,5648,980867,2019,10,October,25,6,Friday,750,20191025075000,1,Ran off road right,1,6,Exceeded authorized speed limit,,,35.167393,-80.826592,
1443130.66023101,552544.681481004,5649,1197765,2022,11,November,27,1,Sunday,2235,20221127223502,14,Pedestrian,1,35,"Driver distracted by electronic communication device (cell phone, texting, etc.",,,35.253849,-80.865451,
1418000.949606,500897.762731001,5650,1124177,2021,11,November,2,3,Tuesday,736,20211102073700,20,Parked motor vehicle,2,28,Visibility obstructed,,,35.11064,-80.94622,
1456722.63898101,471424.677106008,5651,1133291,2022,2,February,11,6,Friday,243,20220211024300,1,Ran off road right,1,6,Exceeded authorized speed limit,,,35.031686,-80.814962,
1485578.11085601,571541.610231012,5652,1229490,2023,10,October,5,5,Thursday,1946,20231005194601,14,Pedestrian,2,19,Failed to yield right of way,,,35.308146,-80.724392,
1465417.09585601,492871.208981007,5653,1226296,2023,9,September,3,1,Sunday,2057,20230903205702,30,Angle,1,6,Exceeded authorized speed limit,,,35.091039,-80.787212,
1446232.00773101,554776.90898101,5654,1068616,2020,10,October,17,7,Saturday,2131,20201017213102,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.260141,-80.855204,
1458836.94398101,476746.665231004,5655,1177616,2022,10,October,14,6,Friday,1157,20221014115701,30,Angle,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",,,35.046413,-80.808224,
1470428.963981,481025.074606001,5656,987693,2019,10,October,22,3,Tuesday,1016,20191022101607,30,Angle,1,34,Unknown,,,35.058741,-80.769754,
1468523.83335601,532964.878981009,5657,1203750,2023,3,March,5,1,Sunday,957,20230305095701,1,Ran off road right,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0,None (no unusual conditions),35.20134,-80.77923,
1452277.697106,490282.78460601,5658,1222622,2023,8,August,6,1,Sunday,2209,20230806220902,24,"Left turn, different roadways",1,6,Exceeded authorized speed limit,,,35.08327,-80.83097,
1426621.36523101,564426.876481012,5659,1005322,2020,2,February,25,3,Tuesday,1509,20200225150901,27,Head on,2,19,Failed to yield right of way,,,35.285626,-80.921512,
1438745.78710601,538093.20585601,5660,993413,2019,7,July,16,3,Tuesday,2335,20190716233501,1,Ran off road right,1,6,Exceeded authorized speed limit,,,35.213921,-80.87922,
1446306.95585601,560671.390856013,5661,1076117,2020,12,December,15,3,Tuesday,27,20201215002703,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.276338,-80.855322,
1468694.603356,552319.514606014,5662,1141992,2022,5,May,15,1,Sunday,35,20220515003501,14,Pedestrian,1,32,Other*,,,35.25452,-80.77982,
1407188.668981,504537.087731004,5663,1130622,2022,1,January,9,1,Sunday,158,20220109015801,27,Head on,2,8,Failure to reduce speed,,,35.12005,-80.98261,
1437414.67335601,538930.178981006,5664,1068610,2020,9,September,5,7,Saturday,1649,20200905164902,28,"Sideswipe, same direction",1,11,Crossed centerline/going wrong way,,,35.216151,-80.883729,
1433331.933981,513356.250231013,5665,1092768,2021,4,April,27,3,Tuesday,2309,20210427230901,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.145681,-80.895761,
1474471.98648101,573575.598981008,5666,1196279,2022,12,December,31,7,Saturday,250,20221231025200,1,Ran off road right,2,8,Failure to reduce speed,,,35.313198,-80.761734,
1475996.16210601,552054.808981001,5667,1194090,2022,12,December,13,3,Tuesday,130,20221213013000,2,Ran off road left,1,11,Crossed centerline/going wrong way,,,35.25415,-80.75535,
1445677.854606,578550.375856012,5668,948573,2019,5,May,4,7,Saturday,112,20190504011200,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.325422,-80.858551,
1462749.481481,552744.490231007,5669,1124509,2021,11,November,5,6,Friday,306,20211105030601,1,Ran off road right,1,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",,,35.255393,-80.799757,
1438425.322731,530320.772731006,5670,1240546,2023,12,December,27,4,Wednesday,2214,20231222223005,14,Pedestrian,1,34,Unknown,,,35.192552,-80.8798,
1420825.42398101,556984.468356013,5671,1100136,2020,9,September,11,6,Friday,1953,20200911195302,6,Crossed centerline/median,1,6,Exceeded authorized speed limit,,,35.264871,-80.940443,
1446553.16210601,556593.508356005,5672,1102457,2021,6,June,11,6,Friday,2222,20210611222202,14,Pedestrian,2,,,,,35.265148,-80.854242,
1421366.090856,577620.657731012,5673,1081506,2021,1,January,22,6,Friday,849,20210122084900,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.32159,-80.939983,
1423750.81710601,503822.128981009,5674,1062866,2020,8,August,8,7,Saturday,604,20200808060400,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.118982,-80.927187,
1450042.044606,515014.338356003,5675,1122229,2021,10,October,15,6,Friday,706,20211015070601,23,"Left turn, same roadway",1,19,Failed to yield right of way,,,35.1511,-80.839974,
1458084.70710601,550602.078981012,5676,1194362,2022,12,December,15,5,Thursday,28,20221215002800,14,Pedestrian,2,0,No contributing circumstance indicated,,,35.249274,-80.815249,
1448710.18960601,547110.527731001,5677,1060848,2020,11,November,27,6,Friday,2222,20201127222200,20,Parked motor vehicle,2,6,Exceeded authorized speed limit,,,35.239207,-80.846426,
1432234.430231,500793.172106013,5678,1221748,2023,7,July,27,5,Thursday,1007,20230727100701,21,"Rear end, slow or stop",1,6,Exceeded authorized speed limit,,,35.11111,-80.898628,
1483548.90898101,543565.835856006,5679,1031347,2020,4,April,26,1,Sunday,333,20200426033300,14,Pedestrian,1,,,,,35.231193,-80.729559,
1413304.997106,530237.475856006,5680,1067591,2020,8,August,6,5,Thursday,655,20200806065501,24,"Left turn, different roadways",2,19,Failed to yield right of way,,,35.190987,-80.96386,
1467386.888356,530281.111481011,5681,1178236,2022,10,October,19,4,Wednesday,1915,20221019191600,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.193911,-80.782874,
1460522.352106,544869.278981,5682,1182188,2022,11,November,16,4,Wednesday,1952,20221116195200,28,"Sideswipe, same direction",2,33,Unable to determine,,,35.233647,-80.806736,
1466226.57898101,549504.246481001,5683,1135628,2022,3,March,8,3,Tuesday,5,20220308000502,14,Pedestrian,1,20,Inattention,,,35.246664,-80.787916,
1408151.44148101,503563.069606006,5684,1010906,2020,3,March,22,1,Sunday,2011,20200322201103,2,Ran off road left,1,6,Exceeded authorized speed limit,,,35.117427,-80.979326,
1434768.93585601,549663.14398101,5685,985651,2019,11,November,21,5,Thursday,2224,20191121222407,30,Angle,2,4,Disregarded traffic signals,,,35.245498,-80.893271,
1446490.65898101,556284.17460601,5686,1027250,2020,6,June,22,2,Monday,26,20200622002600,14,Pedestrian,2,,,,,35.264295,-80.854432,
1433533.34523101,523933.010856003,5687,1020252,2020,5,May,2,7,Saturday,2230,20200502223004,23,"Left turn, same roadway",2,19,Failed to yield right of way,,,35.174748,-80.895763,
1484073.58398101,513642.263981014,5688,1213406,2023,5,May,26,6,Friday,2138,20230526213800,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.14901,-80.72606,
1483021.513356,555498.258981004,5689,1085162,2021,2,February,4,5,Thursday,134,20210204013400,1,Ran off road right,1,30,Alcohol use,,,35.263949,-80.732022,
1460433.05398101,521440.720231012,5690,1015232,2020,4,April,18,7,Saturday,2112,20200418211202,1,Ran off road right,2,6,Exceeded authorized speed limit,,,35.169279,-80.805608,
1447290.747731,544548.137731001,5691,1177571,2022,10,October,9,1,Sunday,1901,20221009190101,14,Pedestrian,1,19,Failed to yield right of way,,,35.232095,-80.851019,
1444985.883981,480387.058356002,5692,1179011,2022,10,October,25,3,Tuesday,1415,20221025141507,23,"Left turn, same roadway",1,19,Failed to yield right of way,,,35.055712,-80.854722,
1445051.418981,586635.251481012,5693,1202240,2023,2,February,18,7,Saturday,1354,20230218135401,15,Pedalcyclist,2,4,Disregarded traffic signals,,,35.3476,-80.861159,
1479034.792106,562629.767731011,5694,1079817,2020,11,November,28,7,Saturday,128,20201128012800,1,Ran off road right,1,6,Exceeded authorized speed limit,,,35.283349,-80.745796,
1477273.96960601,534198.348356009,5695,1179764,2022,10,October,30,1,Sunday,1725,20221030172501,2,Ran off road left,2,32,Other*,,,35.205156,-80.750016,
1427046.12585601,557730.593981013,5696,1035415,2020,7,July,21,3,Tuesday,302,20200721030200,27,Head on,2,11,Crossed centerline/going wrong way,,,35.267253,-80.919655,
1431264.54835601,550484.06585601,5697,1109760,2021,7,July,14,4,Wednesday,1306,20210714130603,24,"Left turn, different roadways",2,9,Improper turn,,,35.247569,-80.905059,
1475170.42960601,535955.412731007,5698,1164488,2022,7,July,1,6,Friday,538,20220701053801,14,Pedestrian,1,31,Drug use,,,35.209881,-80.757161,
1436947.527731,516000.717106014,5699,969489,2019,1,January,11,6,Friday,1507,20190111150704,1,Ran off road right,1,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",,,35.153135,-80.883836,
1450341.79835601,545588.152731001,5700,1018555,2020,5,May,6,4,Wednesday,1426,20200506142600,28,"Sideswipe, same direction",2,10,Right turn on red,,,35.235108,-80.840868,
1448960.10773101,542176.483356014,5701,1079494,2021,2,February,27,7,Saturday,2006,20210227200600,21,"Rear end, slow or stop",2,0,No contributing circumstance indicated,,,35.225665,-80.845282,
1480627.214606,533343.715231001,5702,998961,2020,1,January,25,7,Saturday,2350,20200125235301,30,Angle,2,0,No contributing circumstance indicated,,,35.20297,-80.738742,
1475905.074606,533709.637731001,5703,1129006,2021,12,December,20,2,Monday,1908,20211220190803,21,"Rear end, slow or stop",2,20,Inattention,,,35.203747,-80.754569,
1433898.17898101,550523.910231009,5704,1183910,2022,12,December,1,5,Thursday,113,20221201011301,21,"Rear end, slow or stop",1,6,Exceeded authorized speed limit,,,35.247817,-80.896242,
1467157.558356,508690.196481004,5705,1037213,2020,8,August,4,3,Tuesday,2245,20200804225101,21,"Rear end, slow or stop",2,19,Failed to yield right of way,,,35.134584,-80.782344,
1429872.587106,518004.291481003,5706,1162678,2022,6,June,12,1,Sunday,1906,20220612190600,2,Ran off road left,2,7,Exceeded safe speed for conditions,,,35.158268,-80.90763,
1451591.26648101,559279.033356011,5707,1117524,2021,8,August,28,7,Saturday,1752,20210828175200,28,"Sideswipe, same direction",1,32,Other*,,,35.272783,-80.837533,
1399484.37648101,493323.122731,5708,1221841,2023,8,August,4,6,Friday,1838,20230804183802,2,Ran off road left,2,7,Exceeded safe speed for conditions,,,35.088818,-81.007611,
1453822.84898101,553004.882106006,5709,1085883,2021,3,March,29,2,Monday,303,20210329030300,1,Ran off road right,2,20,Inattention,,,35.25566,-80.82967,
1437351.696481,547193.681481004,5710,1110422,2020,10,October,24,7,Saturday,1602,20201024160203,23,"Left turn, same roadway",1,6,Exceeded authorized speed limit,,,35.238849,-80.884465,
1451562.25210601,557502.111481011,5711,1207990,2023,4,April,10,2,Monday,2327,20230410232700,14,Pedestrian,2,34,Unknown,,,35.2679,-80.83752,
1468208.39710601,539747.167731002,5712,934371,2019,2,February,19,3,Tuesday,415,20190219040001,1,Ran off road right,2,6,Exceeded authorized speed limit,,,35.219957,-80.780693,
1464928.75398101,567515.776481003,5713,1093935,2021,5,May,4,3,Tuesday,2207,20210504220701,30,Angle,2,4,Disregarded traffic signals,,,35.296081,-80.793352,
1487378.13960601,549371.043981001,5714,965744,2019,8,August,15,5,Thursday,1035,20190815103602,1,Ran off road right,2,6,Exceeded authorized speed limit,,,35.247324,-80.717074,
1433800.12335601,549549.138356,5715,1124600,2021,11,November,5,6,Friday,1800,20211105180004,24,"Left turn, different roadways",2,19,Failed to yield right of way,,,35.245134,-80.896508,
1481575.29648101,551518.412106007,5716,1010887,2020,2,February,4,3,Tuesday,1331,20200201133102,2,Ran off road left,1,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",,,35.252946,-80.736633,
1424875.762731,554533.638981014,5717,1123844,2021,10,October,29,6,Friday,1824,20211029182404,2,Ran off road left,2,20,Inattention,,,35.258355,-80.926717,
1484408.433981,533070.241481006,5718,1199805,2023,1,January,29,1,Sunday,1839,20230129183901,32,Other collision with vehicle*,2,4,Disregarded traffic signals,,,35.2024,-80.72607,
1447302.79898101,544537.720231012,5719,1125649,2021,11,November,15,2,Monday,912,20211115091200,14,Pedestrian,2,20,Inattention,,,35.232067,-80.850978,
1485692.840856,570725.702731013,5720,1123580,2021,10,October,27,4,Wednesday,1900,20211027190002,14,Pedestrian,2,0,No contributing circumstance indicated,,,35.30591,-80.72396,
1468236.695856,549164.527731001,5721,1012202,2020,4,April,3,6,Friday,1526,20200403152606,2,Ran off road left,2,0,No contributing circumstance indicated,,,35.24583,-80.781164,
1472609.23710601,550320.358981013,5722,1139004,2022,4,April,14,5,Thursday,1806,20220414180601,24,"Left turn, different roadways",2,19,Failed to yield right of way,,,35.24922,-80.76659,
1437884.54960601,555366.915231004,5723,1215813,2023,6,June,16,6,Friday,1320,20230616132003,21,"Rear end, slow or stop",2,20,Inattention,0,None (no unusual conditions),35.26133,-80.8832,
1477501.99210601,569878.998981014,5724,1127611,2021,12,December,7,3,Tuesday,1910,20211207191401,14,Pedestrian,2,20,Inattention,,,35.30319,-80.75136,
1495673.54898101,550718.188356012,5725,1012493,2020,4,April,4,7,Saturday,2309,20200404230901,1,Ran off road right,2,6,Exceeded authorized speed limit,,,35.251416,-80.68937,
1463523.759606,515977.427106008,5726,1183893,2022,11,November,30,4,Wednesday,540,20221130054002,24,"Left turn, different roadways",1,4,Disregarded traffic signals,,,35.154424,-80.794937,
1477226.35773101,571506.603356004,5727,1050515,2020,10,October,10,7,Saturday,1402,20201010140200,30,Angle,2,30,Alcohol use,,,35.307648,-80.75238,
1411105.43710601,573498.395856008,5728,1169386,2022,8,August,10,4,Wednesday,1545,20220810154501,27,Head on,1,11,Crossed centerline/going wrong way,,,35.30971,-80.9741,
1475765.432106,565351.605856001,5729,1196256,2022,12,December,30,6,Friday,2059,20221230205900,14,Pedestrian,2,0,No contributing circumstance indicated,,,35.290668,-80.756911,
1468242.480231,533003.412106007,5730,1041400,2020,8,August,27,5,Thursday,2003,20200827200303,2,Ran off road left,2,14,Overcorrected/oversteered,,,35.201432,-80.780174,
1463930.700231,566091.98773101,5731,1169740,2022,8,August,15,2,Monday,2203,20220815220302,14,Pedestrian,2,0,No contributing circumstance indicated,,,35.29212,-80.79661,
1473597.620231,528706.197106004,5732,1129838,2021,12,December,30,5,Thursday,1724,20211230172401,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.189889,-80.761995,
1446359.853981,471960.676481009,5733,1164429,2022,6,June,23,5,Thursday,1724,20220623172400,21,"Rear end, slow or stop",1,8,Failure to reduce speed,,,35.032633,-80.849607,
1484625.367731,553443.189606011,5734,1084383,2021,3,March,21,1,Sunday,155,20210321015503,1,Ran off road right,2,30,Alcohol use,,,35.25838,-80.72653,
1466018.92023101,500879.968356013,5735,1088443,2021,4,April,10,7,Saturday,1838,20210410183801,14,Pedestrian,2,,,,,35.113071,-80.785682,
1439985.24835601,547373.490231007,5736,1096219,2021,5,May,12,4,Wednesday,2306,20210512230600,14,Pedestrian,2,33,Unable to determine,,,35.23948,-80.875658,
1448649.19148101,491944.625856012,5737,1118874,2021,9,September,12,1,Sunday,2108,20210912210800,24,"Left turn, different roadways",2,20,Inattention,,,35.087651,-80.8432,
1475325.542731,564881.091481,5738,1037170,2020,8,August,2,1,Sunday,438,20200802081400,14,Pedestrian,2,,,,,35.289354,-80.758357,
1469685.165231,489351.630856007,5739,1012164,2020,4,April,2,5,Thursday,807,20200402080800,14,Pedestrian,2,2,Disregarded stop sign,,,35.08158,-80.772736,
1480864.80023101,544758.601481006,5740,1032450,2020,7,July,11,7,Saturday,1452,20200711145201,24,"Left turn, different roadways",2,20,Inattention,,,35.234341,-80.738616,
1463952.53710601,566111.248981014,5741,1196408,2023,1,January,1,1,Sunday,218,20230101021800,27,Head on,2,19,Failed to yield right of way,,,35.292174,-80.796538,
1493438.559606,561976.257731006,5742,1137267,2022,3,March,25,6,Friday,1954,20220325195401,1,Ran off road right,1,7,Exceeded safe speed for conditions,,,35.28224,-80.6975,
1422759.03773101,559200.719606012,5743,1019412,2020,5,May,9,7,Saturday,253,20200509025301,14,Pedestrian,2,,,,,35.271063,-80.934111,
1436710.14585601,504801.129606009,5744,1071087,2020,8,August,27,5,Thursday,2251,20200827225104,14,Pedestrian,1,0,No contributing circumstance indicated,0,None (no unusual conditions),35.122355,-80.883919,
1429723.25335601,521214.44085601,5745,1020997,2020,5,May,19,3,Tuesday,1751,20200519175101,1,Ran off road right,2,0,No contributing circumstance indicated,,,35.167079,-80.908336,
1424089.33585601,549510.948356003,5746,999366,2020,1,January,19,1,Sunday,2116,20200119211600,30,Angle,2,30,Alcohol use,,,35.244515,-80.929024,
1476305.50210601,567015.749606013,5747,970188,2019,7,July,7,1,Sunday,1131,20190707233101,14,Pedestrian,1,3,Disregarded other traffic signs,,,35.295266,-80.7552,
1459646.622731,522160.47210601,5748,1120801,2021,10,October,1,6,Friday,2,20211001000203,23,"Left turn, same roadway",2,19,Failed to yield right of way,,,35.171217,-80.808283,
1453237.26898101,470234.277731001,5749,1137663,2022,3,March,30,4,Wednesday,719,20220330071901,30,Angle,2,19,Failed to yield right of way,0,None (no unusual conditions),35.02824,-80.82653,
1481067.25273101,546359.937106013,5750,1140775,2022,5,May,5,5,Thursday,1720,20220505172000,14,Pedestrian,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",,,35.23875,-80.738032,
1479212.62898101,572401.639606014,5751,968244,2019,8,August,28,4,Wednesday,2134,20190828213404,23,"Left turn, same roadway",2,4,Disregarded traffic signals,,,35.310203,-80.745776,
1461290.02210601,569403.608981013,5752,998949,2020,1,January,25,7,Saturday,8,20200125000802,2,Ran off road left,2,6,Exceeded authorized speed limit,,,35.301086,-80.80566,
1420618.83273101,560999.247106001,5753,1173325,2022,9,September,11,1,Sunday,2315,20220911232102,27,Head on,2,7,Exceeded safe speed for conditions,,,35.275889,-80.941398,
1476160.650856,526308.647106007,5754,1227137,2023,9,September,17,1,Sunday,250,20230917070400,23,"Left turn, same roadway",1,6,Exceeded authorized speed limit,,,35.183427,-80.753276,
1451810.97523101,505592.891481012,5755,927759,2019,1,January,16,4,Wednesday,825,20190116083204,27,Head on,2,11,Crossed centerline/going wrong way,0,None (no unusual conditions),35.125307,-80.833475,
1415179.43898101,529975.852106005,5756,1116031,2021,8,August,14,7,Saturday,255,20210814025502,27,Head on,2,11,Crossed centerline/going wrong way,,,35.19037,-80.95757,
1449648.16335601,572060.930856004,5757,1029000,2020,6,June,13,7,Saturday,2250,20200613225001,14,Pedestrian,1,20,Inattention,,,35.307798,-80.844838,
1447160.277731,540483.145231009,5758,1166229,2022,7,July,17,1,Sunday,226,20220717022601,19,Fixed object,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",,,35.220921,-80.851202,
1511574.84648101,542121.434606001,5759,1201179,2023,2,February,8,4,Wednesday,2113,20230208211302,30,Angle,1,6,Exceeded authorized speed limit,,,35.22853,-80.63564,
1471038.89273101,555303.906481013,5760,1176704,2022,10,October,2,1,Sunday,443,20221002044300,1,Ran off road right,1,6,Exceeded authorized speed limit,,,35.262834,-80.772147,
1415931.496481,504112.210856006,5761,1052372,2020,10,October,18,1,Sunday,2056,20201018205600,15,Pedalcyclist,2,0,No contributing circumstance indicated,,,35.119359,-80.95335,
1443837.840231,495284.533356011,5762,1228614,2023,9,September,19,3,Tuesday,2246,20230919224601,23,"Left turn, same roadway",1,6,Exceeded authorized speed limit,,,35.09658,-80.85949,
1429612.61648101,542771.810231,5763,1206012,2023,3,March,25,7,Saturday,1544,20230325154402,26,"Right turn, different roadways",1,34,Unknown,,,35.226295,-80.910094,
1450497.962106,555006.526481003,5764,1198495,2023,1,January,20,6,Friday,710,20230120071002,22,"Rear end, turn",2,33,Unable to determine,,,35.26099,-80.84093,
1455733.870856,575523.040231004,5765,1044800,2020,9,September,13,1,Sunday,1620,20200913162002,21,"Rear end, slow or stop",2,20,Inattention,,,35.317618,-80.824656,
1500781.55460601,546061.340231001,5766,1102865,2021,6,June,9,4,Wednesday,1226,20210609122601,1,Ran off road right,2,11,Crossed centerline/going wrong way,,,35.23886,-80.672,
1491179.982106,577830.910231009,5767,1101092,2021,6,June,5,7,Saturday,2040,20210605204203,2,Ran off road left,2,11,Crossed centerline/going wrong way,,,35.32569,-80.70598,
1459621.48710601,472086.700856,5768,1210093,2023,4,April,29,7,Saturday,2205,20230429220501,27,Head on,2,19,Failed to yield right of way,,,35.03365,-80.80532,
1471334.398981,529562.184606001,5769,1220995,2023,7,July,26,4,Wednesday,1814,20230726181400,25,"Right turn, same roadway",2,9,Improper turn,,,35.19213,-80.76962,
1470268.98648101,562802.347731009,5770,1220385,2023,7,July,24,2,Monday,356,20230724035600,14,Pedestrian,2,0,No contributing circumstance indicated,0,None (no unusual conditions),35.283396,-80.775175,
1439289.121481,555595.108356014,5771,1235879,2023,11,November,23,5,Thursday,550,20231123055001,30,Angle,2,4,Disregarded traffic signals,,,35.26203,-80.87851,
1483008.075856,533120.105856001,5772,1165092,2022,7,July,8,6,Friday,19,20220708001901,14,Pedestrian,2,0,No contributing circumstance indicated,,,35.20247,-80.73076,
1449977.49085601,538427.970856011,5773,1062872,2020,9,September,27,1,Sunday,337,20200927033700,1,Ran off road right,1,6,Exceeded authorized speed limit,,,35.215419,-80.841643,
1442781.09710601,538697.413356006,5774,1138695,2022,4,April,10,1,Sunday,2051,20220410205104,30,Angle,2,4,Disregarded traffic signals,,,35.21579,-80.86575,
1439062.808356,503022.088356003,5775,1141635,2022,5,May,11,4,Wednesday,630,20220511063101,30,Angle,2,20,Inattention,,,35.11759,-80.87594,
1471690.61273101,531995.733356014,5776,1102459,2021,6,June,12,7,Saturday,329,20210612032900,21,"Rear end, slow or stop",2,0,No contributing circumstance indicated,,,35.198833,-80.768573,
1486797.08273101,571563.775231004,5777,1016487,2019,8,August,2,6,Friday,2357,20190802235706,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.308265,-80.720308,
1422456.64398101,532227.329606012,5778,1000265,2020,2,February,1,7,Saturday,2316,20200201231603,1,Ran off road right,2,33,Unable to determine,,,35.196947,-80.933364,
1433981.68773101,510882.798981011,5779,1224843,2023,8,August,29,3,Tuesday,453,20230829045300,14,Pedestrian,2,33,Unable to determine,0,None (no unusual conditions),35.13892,-80.89343,
1503430.97210601,547341.778356001,5780,1117544,2021,8,August,28,7,Saturday,2220,20210828222001,24,"Left turn, different roadways",1,4,Disregarded traffic signals,,,35.2425,-80.6632,
1430811.26835601,522086.092106014,5781,1233374,2023,11,November,3,6,Friday,636,20231103063600,24,"Left turn, different roadways",2,4,Disregarded traffic signals,,,35.169531,-80.904752,
1482427.775231,515955.368981004,5782,1108168,2020,7,July,18,7,Saturday,2305,20200718230500,27,Head on,1,30,Alcohol use,,,35.155286,-80.7317,
1478467.07960601,513081.088981003,5783,989314,2019,10,October,23,4,Wednesday,1954,20191023195400,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.147199,-80.74478,
1445981.51460601,562295.507106006,5784,1024498,2020,6,June,7,1,Sunday,2253,20200607225301,21,"Rear end, slow or stop",2,0,No contributing circumstance indicated,,,35.280783,-80.856514,
1455516.30085601,482510.822731003,5785,1194068,2022,12,December,12,2,Monday,1822,20221212182201,2,Ran off road left,2,32,Other*,,,35.062082,-80.81967,
1484555.650231,566746.523356006,5786,1102488,2021,6,June,12,7,Saturday,1654,20210612165403,20,Parked motor vehicle,2,0,No contributing circumstance indicated,,,35.294924,-80.727539,
1440231.09898101,536511.168981001,5787,1032899,2020,7,July,16,5,Thursday,1832,20200716183202,1,Ran off road right,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",,,35.209652,-80.874148,
1429302.94273101,524381.032106012,5788,1098640,2021,5,May,22,7,Saturday,1037,20210522103701,5,Overturn/rollover,2,32,Other*,,,35.175756,-80.909946,
1456457.61273101,539495.105231002,5789,1183909,2022,12,December,1,5,Thursday,34,20221201003400,21,"Rear end, slow or stop",1,6,Exceeded authorized speed limit,,,35.218679,-80.820016,
